Title,Date,Source
"""그뤠잇의 향연""…'영수증' 시청률 4.9% 기록 '가파른 상승세'",2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. '출장영수증'은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리 정돈된..."
"[N시청률] '영수증' 가파른 상승세, 일요 예능 '다크호스' 등극",2017.12.25,"김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금하셔라""고 조언했다. '출장 영수증'은 먼지 한 톨 찾아볼 수 없을 만큼 깔끔하게 정리 정돈된..."
"‘김생민의 영수증’ 김생민vs신영일, 절약 윗길과의 만남…절약 대결",2017.12.25,이에 김생민은 ”메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다“라며 ”복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라“고 조언했다. ‘출장영수증’은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리...
‘김생민의 영수증’ ‘웃음+감동 잡은 그뤠잇의 향연,2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. (사진=KBS 2TV 제공) 뉴스엔"
"'김생민의 영수증', 웃음+뿌듯+감동 잡고 시청률까지 그뤠잇…4.9% 기록",2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. ‘출장영수증’은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리..."
"<김생민의 영수증> 김생민, 절약 윗길과의 만남! 김생민 vs 신영일, 절약 대결...",2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. ‘출장영수증’은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리..."
‘김생민의 영수증’ '웃음+뿌듯+감동' 모두 잡은 그뤠잇의 향연! 시청률 전국...,2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. ‘출장 영수증’은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리..."
[친절한 리뷰] '김생민의 영수증' 이지혜·신영일부터 쓰리잡 의뢰인까지 '훈...,2017.12.25,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. '출장영수증'은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리 정돈된..."
"'김생민의 영수증' 이지혜, 코믹 허세 버리지 못한 영수증 '웃음 폭탄' & 신영...",2017.12.27,"이에 김생민은 ""메인 잡+불판+건어물에 이어 옷 수선까지 포잡을 추천한다""라며 ""복권 모양의 프린트가 붙인 통장에 돈을 저금 하셔라""고 조언했다. '출장영수증'은 먼지 한 톨 찾아 볼 수 없을 만큼 깔끔하게 정리 정돈된..."
"[종합] ‘라스’ 김수용·주이·한현민·권현민, 2018년 유망주 ‘가즈아~’",2017.12.28,"특히 한현민은 PC방에서 친해진 매니저 형이 지인의 옷 브랜드 모델로 추천해서 나갔다가 “이태원 길 한복판에서 걸어보라고 했는데, 걷자마자 계약이 됐다. 그 직후 서울 패션위크 무대에 모델로 올랐다""며 드라마틱한..."
"'라디오스타' 한현민·주이·김수용·권현빈, 매력발산에 웃음까지…유망주들...",2017.12.28,"이어 ""PC방에서 친해진 형이 지인의 옷 브랜드 모델로 추천해서 나갔다가 이태원 길을 걷고 계약이 됐다. 그 직후 서울 패션위크 무대에 모델로 올랐다""며 데뷔 과정에 대해 밝히기도 했다. 영어를 전혀 못한다고 밝힌..."
[2018년 유통 전망] 챗봇·무인점포...신유통 가속화,2017.12.30,롯데백화점 측은 “고객의 70~80%가 매장 직원의 추천에 따라 구매한다는 점을 감안해 온라인에서도 오프라인 매장의 옷 구매 경험을 제공할 수 있게 했다”고 설명했다. 엘롯데에서 '로사'와 채팅 및 상품 추천을...
인공지능도 감성의 시대---생각하는 AI쇼핑도우미 '로사' 체험해보니,2018.01.01,"로사에게 ""나에게 맞는 옷 추천 부탁해""라고 말을 걸자 가장 먼저 성별을 물어왔다. 이후 옷의 종류, 스타일, 컬러 등을 더 상세히 물어보며 고객이 원하는 스타일로 조금씩 범위를 좁혀 나간다. 같은 종류의 옷이라도..."
“옴니로 스마트하게”…쇼핑新바람 몰고온 롯데,2018.01.03,"이를테면 “옷 추천을 부탁해”라고 로사에 말을 걸면 성별을 묻고, 옷 종류와 스타일, 컬러 등으로 범위를 좁혀 고객에게 적합한 의류를 추천해 주는 식이다. 로사는 시간이 지날수록 빅데이터를 축적하고 스스로 분석..."
소노스와 이케아의 협력으로 본 스마트 가구의 진화,2018.01.04,스마트 옷장은 날씨나 사용자 분석을 통해서 맞는 의상을 추천해 줄 수 있게 된다. 인공지능 음성인식... CES 2017에서 벤츠는 인공지능이 자동차 운전시간에 따라서 알맞은 운동을 추천해 주는 콘셉트를 제안한 바 있다....
2018년 소프트웨어 개발 전망 10가지,2018.01.05,예컨대 영화에서 본 배우의 옷 사진을 자주 가는 옷 가게의 봇에게 메시지로 전송한다고 해보자. 이 봇은 이미지 인식 기술과 AI 기술을 활용하여 사용자가 본 옷과 비슷한 스타일의 옷을 추천해 줄 것이다. 이러한 봇의...
짝이란 건,2018.01.07,""" 내?고집을?어찌할?수?없다는?듯이?점장은?같은?값의?남자?옷을?추천해?주었다. ?가격표를?보고?깜짝?놀랐다.?이렇게?비싼?줄?몰랐다.?""?이렇게?비싼?옷?이었나요?""?자기는?맨날?헌?옷만?입고..."
소노스와 이케아 협력으로 보는 스마트 가구의 진화,2018.01.09,스마트 옷장은 날씨나 사용자 분석을 통해서 맞는 의상을 추천해 줄 수 있게 된다. 인공지능 음성인식... CES 2017에서 벤츠는 인공지능이 자동차 운전시간에 따라서 알맞은 운동을 추천해 주는 콘셉트를 제안한 바 있다....
[CES 2018] 볼거리 많은 ‘코웨이’…잇따른 혁신제품에 관람객 ‘바글바글’,2018.01.11,모바일 및 PC를 통하지 않고 FWSS 만으로도 옷 주문이 가능해진 것이다. 실제로 이용해봤더니 기기는 정확하게 ‘20대 여성’임을 인식하고 기자에게 옷을 추천해줬다. 안타깝게도 추천해준 코디가 마음에 들지 않았다....
기자의 창 - ‘조조수트(Zowosuit)’를 아시나요,2018.01.17,"사용자는 앱에 저장된 수치 데이터를 바탕으로 체형에 맞는 옷을 추천받거나 체형에 맞는 코디 팁을 제공받을 수 있고, 회원들은 배송비만 지불하면 무료로 조조수트를 사용할 수 있다. 조조타운은 입점 브랜드로부터..."
패션가 '이색 실험' 신바람 낼까,2018.01.23,"옷을 추천해주고 있다. (사진=코오롱인더스트리FnC부문) 현대백화점그룹 계열 패션기업 한섬은 22일 자체... 인해 입지 않는 옷을 쌓아놓기보다 먼저 경험해보고 구매여부를 결정하길 추천한다""고 밝혔다."
[premium report] 글로벌 패션 산업 | “올해는 세계 패션 산업 변곡점”… 북...,2018.01.23,"고객의 취향과 체형, 라이프스타일, 소셜미디어 활동 기록 등을 AI가 분석해서 가장 어울리는 옷을 추천해준다. 스타트업뿐 아니라 전통적인 패션 브랜드들도 AI 기술을 활용하기 위해 다양한 시도를 하고 있다. 타미..."
"기업, 데이터 쌓고 ‘디지털트랜스포메이션’ 통해 조직 변혁",2018.01.26,"[중기이코노미] 사용자 취향의 빅데이터를 기반으로 옷을 추천해주는 미국의 패션스타트업 스티치픽스. 패션 쇼핑몰이지만, 스티치픽스 쇼핑몰에서는 의상카탈로그나 판매하는 옷 사진을 제공하지 않는다. 사용자가..."
"임블리, 로스엔젤레스 글로벌스토어 오픈으로 미국 진출 시동",2018.01.31,"브랜드 크리에이티브 디렉터 임지현 상무는 오픈식에 직접 참여하여 임블리를 사랑하는 많은 고객들에게 옷과 코스메틱을 추천해주었고, 이때 임지현 상무의 베스트 아이템이자 임블리 효자템인 블리블리 '아우라..."
[김정호의 4차혁명 오딧세이] 아마존 인공지능 플랫폼 '알렉사'의 비밀,2018.02.05,"그날의 음식을 추천받고 레시피도 제공받는다. 날씨도 체크하고 구글 캘린더와 연결해 그날 일정과 할 일도... 소모품, 옷 등이 있다. 알렉사는 전자 상거래 시장을 확대 장악할 수 있다. 아마존은 비용이 작고 미리 수요를..."
'나만의 색깔을 찾을래요'…퍼스널컬러 상담 인기 폭발,2018.02.19,"그 결과를 바탕으로 새로 구매할 화장품이나 옷 스타일도 추천해 쇼핑의 성공 확률을 높여줍니다. 판단의 가장 큰 원칙은 '자연스러움'과 '조화', 신체 고유의 색깔과 비슷한 색깔이 안정감을 줍니다. [천예슬/퍼스널..."
[테크본색] 첨단IT가 바꾸는 미래 쇼핑_신비한 테크사전,2018.02.23,"이제 사이즈, 예산, 취향을 입력하면 인공지능이 알아서 옷을 추천해주고 배송까지 해주는 세상입니다. 인공지능 스피커에게 말만 하면 주문부터 결제까지 처리해주고요. 무인매장은 물론 아예 집..."
‘라디오스타’ 서신애 파격 드레스 입은 이유 설명…송혜교 판빙빙 유역비 레...,2018.03.01,서신애는 오랫동안 자신을 따라다닌 아역배우에 대한 꼬리표를 때려고 한 것은 아니고 옷이 너무 예쁘고 모두가 그 옷을 추천해서 입게 된 것이라고 설명했다. 레드카펫은 단 몇 분만에 지나치는 곳이지만 또...
"[★밤TView]'전지적참견시점' 이영자X김생민, 첫방송 '그뤠잇'",2018.03.04,"이어 공개된 두 사람의 일상에서 이영자는 매니저의 옷을 지적하며 더 잘 어울릴 만한 옷을 추천했다. 이에 대해 매니저는 ""옷을 자주 사주시는데 그걸 꼭 입어야 하는 상황이 생겨서 곤란하다""며 ""안 입으면 서운해한다""고..."
"[TV온에어] '전지적 참견 시점' 이영자X매니저, 남다른 '밀당 케미'",2018.03.04,"이어 공개된 두 사람의 일상에서 이영자는 매니저의 옷을 지적하며 더 잘 어울릴 만한 옷을 추천했다. 이에 대해 매니저는 ""옷을 자주 사주는데 그걸 꼭 입어야 하는 상황이 생겨서 곤란하다""며 ""안 입으면 서운해한다. 그..."
유병재가 옷 가게에서 '마음에 드는 옷' 사지 않은 이유,2018.03.11,"옷 가게 점원은 유병재 씨에게 여러 가지 옷을 추천했다. 유병재 씨는 낯을 가리며 경직된 모습을 보였다. 그는 옷을 사지 않은 채 가게를 떠났다. 유병재 씨는 매니저에게 ""다음에 다시 와야겠다""고 말했다. 매니저..."
[MT리포트] '파괴적 혁신' 아마존 제국의 시작과 미래,2018.03.13,"지난해 4월에는 인공지능 스피커 '에코'가 옷을 추천하는 '에코룩' 서비스, 6월에는 입어보고 마음에 들지... 아마존은 이들 회원들에게 더 많은 데이터를 확보하고 이를 기반으로 또 더 많은 상품 추천을 해서 아마존..."
"보다폰-망고, 어울리는 옷 추천해주는 '디지털 피팅룸' 선보인다",2018.03.19,상품을 추천 받을 수 있다. ? ? 지난달 스페인 바르셀로나에서 열린 'MWC 2018'에서 망고가 선보인 디지털 피팅룸. (사진=한준호 기자)? 망고의 목표는 디지털 피팅룸을 스페인 바르셀로나에서 미국 뉴욕에 이르는 주요...
"“폐암 호전→엄앵란♥ing” ‘사람이좋다’ 신성일, 21년차 싱글라이프 [종합...",2018.03.20,"신성일은 엄앵란에게 어울리는 옷을 추천 받기도 했고, 딸에게 애정을 드러내기도 했다. 손주들의 세뱃돈도 챙겼다. 특히 신성일은 엄앵란이 자신의 폐암 치료비를 전액 계산해준 것을 고백했다. 신성일이 고마움을..."
"[premium report] 서브스크립션 서비스 열풍 | 뻔한 정기 배송 서비스, AI·빅...",2018.03.20,"에릭 콜슨이 만든 스티치픽스의 옷 추천 알고리즘은 구독자의 소셜미디어(SNS) 활동 기록과 사전에 입력한 개인 취향, 체형, 라이프스타일을 종합적으로 고려해 다섯 벌의 옷을 고른다. 스티치픽스 구독자의 80%가 처음..."
첫방 ‘똥강아지’ 김영옥 “손녀 위한 삶=나의 행복” 뭉클(종합),2018.03.29,"김영옥은 손녀가 마음에 드는 옷을 입어보는 동안 탈의실 밖에서 기다려주는가 하면, 옷가게 점원이 추천해주는 옷을 선뜻 입어보는 시원시원한 성격을 보여줬다. 한 때 힙합 프로그램에 출연한 적이 있는 김영옥은..."
"[포인트1분]‘똥강아지’ 김영옥, 루즈핏 티셔츠에 “김을동 옷이냐”",2018.03.29,29일 MBC 예능프로그램 ‘할머니네 똥강아지’에는 김영옥이 자신에게 루즈핏의 옷을 추천하는 옷가게... 하지만 생각보다 큰 옷 사이즈에 김영옥은 “김을동이 입을 걸 줘”라고 말해 웃음을 자아냈다. 하지만...
"'할머니네 똥강아지' 김영옥, 손녀에게 ""좋아하는걸 많이 즐겨라""",2018.03.29,"김선우가 김영옥에게 힙합 옷을 추천하려고 하자 ""나를 힙합하는 옷을 입히려고 했단봐""라고 말했다. 하지만 이내 손녀와 보라색 커플룩을 맞춰입었다. ? 클럽에 간 김선우는 할머니 앞에서 디제잉을 선보였다. 김영옥도..."
"'할머니네 똥강아지' 김영옥, 손녀에 ""生 다할때까지 해주고싶어""[종합]",2018.03.29,"손녀가 김영옥에게 힙합 옷을 추천하려고 하자 ""나를 힙합하는 옷을 입히려고 했단봐""라고 질색했다. 하지만 이내 손녀와 보라색 커플룩을 맞춰입었다. ? 클럽에 간 김선우는 할머니 앞에서 디제잉을 선보였다. 김영옥도..."
패션가 '공유경제' 실험 중,2018.03.30,"용도에 맞게 디자인을 추천해주고, 가격도 저렴해 만족합니다. 최신 가방 모델을 빌릴 때면 기분도... 옷을 추천하고 있다. (사진=코오롱인더스트리FnC부문) 코오롱인더스트리FnC부문(코오롱FnC)이 올해 초 남성 캐주얼..."
"[어저께TV]'할머니네 똥강아지' 김영옥의 눈물 고백 ""끝까지 섬김""",2018.03.30,"손녀가 김영옥에게 힙합 옷을 추천하려고 하자 ""나를 힙합하는 옷을 입히려고 했단봐""라고 질색했다. 하지만 이내 손녀와 보라색 커플룩을 맞춰입었다. 클럽에 간 김선우는 할머니 앞에서 디제잉을 선보였다. 김영옥도..."
지금 연애를 시작하는 커플이라면 남해로 떠나자,2018.04.10,봄나들이에 더욱 화사한 사진을 찍고 싶다면 화려한 색상의 옷을 추천한다. 가을이면 메밀꽃으로 하얀 꽃이 층층이 피어나 봄과 다른 풍경을 감상할 수 있다. △세 번째 코스 - 이국적인 남해 ‘마린피아펜션 리조트’ 남해...
[스마트 리빙] '국가 5대 암 검진' 놓치면 돈도 건강도 손해 外,2018.04.12,"피부에 푸른 빛이 도는 일명 '쿨톤'인지 노란빛이 나는 '웜톤'인지 진단한 후, 그에 맞는 색깔과 옷 스타일... 갈색이나 빨강 색깔을 잘 소화하는 웜톤에는 따뜻한 느낌이 나는 아이보리나 갈색 계열의 옷을 추천한다고..."
"[스마트 리빙] 환절기 괴로운 기침, 이렇게 가라앉히세요 外",2018.04.12,"피부에 푸른 빛이 도는 일명 '쿨톤'인지 노란빛이 나는 '웜톤'인지 진단한 후, 그에 맞는 색깔과 옷 스타일... 갈색이나 빨강 색깔을 잘 소화하는 웜톤에는 따뜻한 느낌이 나는 아이보리나 갈색 계열의 옷을 추천한다고..."
"[스마트 리빙] 봄나물, 알고 보니 독초? 함부로 먹지 마세요 外",2018.04.14,"피부에 푸른 빛이 도는 일명 '쿨톤'인지 노란빛이 나는 '웜톤'인지 진단한 후, 그에 맞는 색깔과 옷 스타일... 갈색이나 빨강 색깔을 잘 소화하는 웜톤에는 따뜻한 느낌이 나는 아이보리나 갈색 계열의 옷을 추천해준다고..."
"고흥군, 천문과학관 어린이날 및 가정의 달 특별 프로그램 운영",2018.05.01,"천문과학관 관계자에 따르면 날씨에 따라서 관측여부는 달라지기 때문에 날씨를 확인하는 것이 좋고, 산위 야외에서 관측을 하기 때문에 긴 옷을 챙기길 추천했다. 천문과학관에 대한 자세한 사항은 고흥군청 관광과..."
[Case Study] 글로벌 울트라 패스트패션의 선두주자 | “디자인부터 제작까지...,2018.05.01,이외에도 보다 정교한 제품 추천 등을 위해 인공지능(AI) 기술 개발에도 투자를 아끼지 않고 있다. 아소스는... Plus Point‘친구 같은 친근함’ 이용해 제품 추천크리스마스에 어떤 옷을 입어야 할지 추천해주고 있는...
"'컬투쇼' 한혜연, ""꽉 끼는 옷 입고 있던 마동석, 매력 있더라""",2018.05.18,이날 ‘승모근 비만인데 어떤 옷을 입어야하는지 추천해 달라’는 청취자의 사연에 한혜연은... 라운드보다는 V넥 의상을 입는 것을 추천한다”고 조언했다. 이와 함께 한혜연은 마동석을 언급하며 “마동석씨를 직접...
"‘두시탈출’ 한혜연 “마동석, 너무 멋있더라”",2018.05.18,한 여성 청취자는 이날 “승모근 비만인데 어떤 옷을 입어야하는지 추천해달라”고 했다. 이에 한혜연은... 라운드보다는 V넥 의상을 입는 것을 추천한다”고 조언했다. 한혜연은 근육질 몸매를 가지고 있는 배우...
"'컬투쇼' 한혜연 ""꽉 끼는 옷 입은 마동석, 매력있었다""",2018.05.18,"이날 한 청취자는 ""승모근 비만인데 어떤 옷을 입어야하는지 추천해달라""고 사연을 보내왔다. 한혜연은... 라운드보다는 V넥 의상을 추천한다""고 조언했다. 그러먼서 한혜연은 근육질 몸매의 배우 마동석을 언급하며..."
"'컬투쇼' 한혜연 ""마동석, 실제로 보니 정말 멋있다. 꽉 끼는 옷 매력있더라""",2018.05.18,"이날 한 여성 청취자가 ""승비(승모근 비만)들을 위한 옷 추천 부탁드린다""며?조언을 구했다. 이에 김태균은 ""제가 두비, 누나가 하비""라?너스레를 떨었고,?한혜연은 ""남자분들은 일부러 운동을 해서 승모근을 키우기도..."
"'컬투쇼' 한혜연 ""마동석, 실제로 보니 정말 멋있더라""",2018.05.18,"이날 한 여성 청취자는 ""승모근 비만인데 어떤 옷을 입어야하는지 추천해달라""고 조언을 구했다. 이에... 라운드보다는 V넥 의상을 입는 것을 추천한다""고 조언했다. ? 이 과정에서 한혜연은 거대한 근육질 몸매를..."
"'컬투쇼' 한혜연 ""두터운 승모근 때문에 고민? 라운드보단 V넥 입어라""",2018.05.18,"[시크뉴스 박수정 기자] '컬투쇼' 한혜연이 체형을 커버할 수 있는 옷 스타일을 추천했다. 18일 오후 방송된 SBS 파워FM '두시탈출 컬투쇼'(이하 '컬투쇼')에서는 스타일리스트 한혜연이 출연했다. 이날 한 청취자는 ""저는..."
"[CEO 열전: 야나이 다다시] 유니클로의 경쟁력? 실패도 빨리 하고, 빨리 수습...",2018.05.21,"자신의 신체 치수에 어떤 옷이 어울리는지 추천해주고, 주변 매장의 재고 상황을 알려주는 인공지능이다. 추천받은 상품은 바로 구매할 수도 있다. 올해 초 유니클로 모바일 앱에서 모든 유니클로 회원이 이용할 수 있게..."
"이해선 ""변해야 산다"", 코웨이도 인공지능으로 간다",2018.05.31,"이번 CES에서도 소개됐는데 의류청정기 앞에 서면 알렉사가 알아서 어울리는 옷을 추천해 준다. 이 대표는 ""가전시장은 소비자 편의성에 초점이 맞춰저 판이 바뀌고 있다""며 이처럼 인공지능을 접목한 제품을 확대하는 데..."
WHO WHAT WEAR?,2018.05.31,냄새 걱정 없이 시원하게 입을 수 있는 옷 추천해주세요. 사진 뉴스엔 ▲ SBS ‘집사부일체’에서 이승기가 착용한 블랙야크 ‘B3XU9티셔츠S’를 추천합니다. 야크 아이스 냉감 기술과 함께 효성의 크레오라 프레쉬...
"'1%의 우정' 김희철, 배정남X김호영 옷 추천에 ""야인시대 같아""",2018.06.02,"[헤럴드POP=장민혜 기자] 사진=KBS2 1%의 우정 캡처 모델 배정남과 뮤지컬 배우 김호영, 보이그룹 슈퍼주니어 김희철이 옷 쇼핑에 나섰다. 2일 밤 방송된 KBS2 '1%의 우정'에는 동갑내기 친구 김희철과 배정남, 김호영이..."
"[TV온에어] '1%의 우정' 김희철X배정남X김호영, 빈티지로 하나된 83년생 삼총...",2018.06.02,"빈티지 스타일의 다양한 옷들을 보고 세 사람은 자신만의 옷 스타일을 밝혔다. 이후 세 사람은 서로에게 어울리는 옷을 추천해주며 우정을 다져나갔다. 김희철은 ""우리 서로 다를 줄 알았는데 잘 맞는다""며 색다른 조합에..."
"'미운우리새끼' 이상민, 사유리母 친구들과 만난 자리서 ""예전에 배용준과 친...",2018.06.05,"사유리母는 이상민에게 이 옷, 저 옷 추천해주기 시작했고 여러번 옷을 갈아입은 상민은 마침내 ""장동건보다 잘생겼다""는 말과 함께 옷 한벌을 선택했다. 새롭게 옷을 갈아입은 뒤 사유리母는 또 어딘가로 향하기 시작했다...."
"렌털에 첨단기술 융합, 시장 확장 가속",2018.06.07,간단히 소개하면 코웨이 의류청정기 앞에 서면 알렉사의 AI가 그날에 어울리는 옷을 추천해 주는 거죠. 코웨이는 기술 중심의 회사는 아닙니다. 그런데 왜 다채로운 첨단기술에 관심을 기울이는 걸까요. 그것은 4차...
[차이나리포트] 알리바바 마윈의 '신소매 도시' 건설 프로젝트,2018.06.07,"직접 추천해준다. 고객이 마음에 드는 옷을 선택하면 판매가격, 설명, 사용후기 등 상품과 관련된 여러... 예를 들면, 상점 주변 반경 1㎞ 이내에 애완견을 키우는 가구가 많으면 강아지 사료를 추천해주고, 아기를 키우는..."
"‘나 혼자 산다’ 한혜진, 기안84 스타일리스트로 나서",2018.06.07,특히 한혜진은 모델답게 남다른 패션 감각으로 옷을 추천했지만 그 옷들을 소화하지 못하는 기안84의 모습에 좌절했다는 후문이다. 현실 속 남매 같은 모습을 전할 한혜진과 기안84의 일상은 8일 오후 11시 10분...
"‘나혼자산다’ 한혜진, 기안84도 ‘패피’로 만드는 위엄",2018.06.09,본격 스타일링을 도와주기로 한 한혜진과 김원중은 기안84에게 화사한 스타일의 옷을 추천해줬다. 기안84는 “나 매일 컴퓨터 앞에서 마감하는데 이런 옷이 필요하냐”면서 “막 던져주는 거 아니냐”고...
"'나혼자산다' 기안84, 패션왕에 도전...옷값만 48만 원",2018.06.09,그의 기대에 부응하듯 한혜진은 기안84에게 다양한 옷을 추천했다. 실제 패션쇼에서 모델들이 입은 옷도 입어보길 권유했다. 하지만 피팅룸에서 옷을 갈아입고 나온 기안84를 보자 한혜진은 당황스러움을 감추지...
"‘나 혼자 산다’ 기안84, 한혜진과 패션왕 도전...‘비주얼 쇼크’",2018.06.09,"한혜진은 다양한 옷을 추천, 실제 패션쇼 무대에 선 모델들이 입은 옷도 입어보길 권했다. 하지만 피팅룸에서 옷을 갈아입고 나온 기안84를 보자 “이게 이런 옷이 아닌데”라며 당황스러움을 감추지 못했다. 특히..."
"‘나혼자’ 마마무 화사, 비글일상 대공개 #여자기안 #박나래의 후예[종합]",2018.06.09,"한혜진은 기안에게 컬렉션 옷을 추천하나 기안은 남다른 핏으로 이를 소화, 웃음을 자아냈다. /사진 = MBC 따끈따끈한 연예 핫이슈를 보고 싶다면, TV리포트 페이스북! 스타 독점 셀카 가득, TV리포트 인스타그램!"
"‘나 혼자 산다’ 기안84 스타일 변신, 한혜진 ""이런 옷이 아닌데""",2018.06.09,"한혜진은 다양한 옷을 추천, 실제 패션쇼 무대에 선 모델들이 입은 옷도 입어보길 권했다. 하지만 피팅룸에서 옷을 갈아입고 나온 기안84를 보자 ""이게 이런 옷이 아닌데""라며 당황스러움을 감추지 못했다. 특히..."
"‘연애의 참견’ 김숙 “최화정, 뷔페갈 때 고무줄 치마 입는다”",2018.06.16,"[ '연애의 참견' MC 최화정이 뷔페에 맞는 옷을 추천했다. 6월 16일 방송된 KBS JOY '연애의 참견'에서는 남의 시선에 아랑곳하지 않고 노출이 심한 옷을 입는 여자친구의 고민에 대한 사연을 나누는 MC, 패널들의 모습이..."
패션과 디지털의 경계,2018.06.18,"3천 명에 달하는 개인 스타일리스트는 각자 맡은 회원의 취향을 예측하여 다섯 벌의 옷을 추천한다. 이 모든 서비스를 받는 데 드는 비용은 20달러로, 유료 고객 80%가 첫 구매 이후 90일 안에 새로운 패션 아이템을 사기..."
"“AI, 내 옷 어때?”...IT 만나 더 똑똑해진 패션",2018.06.23,개개인에 어울리는 옷을 추천해주거나 피팅한 옷의 색상을 가상으로 바꿔 보여주는 등 다양한 발전이 이뤄지고 있다. 미국 온라인 유통업체 아마존(Amazon)은 최근 카메라가 달린 AI 스피커 ‘에코 룩(Echo Look)’을...
"'살림남2' 미나♥류필립, 아슬아슬하고도 훈훈했던 상견례 (종합)",2018.06.27,"김포에 있는 거 갖고 되냐""면서 어머니와 이태원으로 향해 옷 쇼핑에 나섰다. 아버지는 화려하고 난해한 옷만 어머니에게 추천해 난감하게 했다. 한편 '살림남2'는 매주 수요일 오후 8시 55분 방송된다. eun5468@sportsseoul.com..."
신상 의류 5분만에 렌탈할 수 있는 ‘트렌디’ 출시,2018.06.27,"(주)액션래빗 김영덕 대표는 “트렌디는 밀레니얼 세대의 합리적인 패션소비 습관을 겨냥한 서비스로 옷 한 벌 구매비용으로 8벌의 옷을 입어볼수 있다. ” 라고 말하며, 사용자 데이터를 기반으로 원하는 옷을 추천해주..."
"'끝난줄 알았냐?'…아마존, 철회 두달만에 의약품유통 재진출",2018.06.29,더욱이 옷을 추천해 집에서 입어보고 구매를 결정하게 하는 '워드로브'와 맞춤형 식품배달 서비스 '홀푸드' 등 개인별 쇼핑 패턴을 추진하고 있는 회사의 입장에서 이같은 서비스의 추진은 향후 미국 약국가 및...
[종합] '컬투쇼' 한혜연이 공개한 청바지 고르는 꿀팁(ft. 형광색 네일),2018.06.29,"[엑스포츠뉴스 이송희 인턴기자] 스타일리스트 한혜연이 청취자들의 상황에 맞는 착장을 추천했다. 29일... 한 청취자는 ""범인으로 보이지 않는 옷을 추천해달라. 용의선상에서 제외되는 코디가 궁금하다""고 물었다. 이에..."
"'여유만만' 여름엔 흰옷?…""자외선 차단하려면 어두운 색 옷 입어야""",2018.07.04,"그렇기 때문에 자외선 차단도 하고 열도 적게 흡수하는 초록색, 파란색 옷을 추천한다. 또 여름철 자외선에 많이 노출되어 얼굴이 화끈거릴 때, 수박 껍질을 냉장고에 넣어 차게 한 후 피부에 올리면 피부진정에 효과가..."
"알라바바, ‘패션 AI’ 홍콩에서 선보인다",2018.07.05,알리바바의 패션AI는 인공지능 기술을 토대로 소비자 개인의 취향에 맞춘 옷을 추천해준다. 알리바바는... 최신 트렌드에 맞는 스타일을 찾는 소비자를 위해 다양한 브랜드를 아우르는 추천 서비스도 제공한다....
"중국 알리바바 그룹, 인터렉티브 패션 AI 컨셉 스토어 오픈",2018.07.05,"옷을 추천할 준비가 되어있는' 인공지능(AI) 시스템을 도입해 패션 소매 디지털화를 위한 새로운 모델을... 이어 그녀는 ""패션 인공지능은 최신 인공지능 기술을 통해 개개인의 스타일에 맞는 아이템을 추천할 수..."
"한혜연 ""디톡스 다이어트 시작, 표준사이즈 만들고 싶어"" (컬투쇼)",2018.07.06,"한국에서 꼭 사가야 할 옷을 추천해달라""고 한혜현에게 요청했다. 이에 한혜연은 ""셔츠원피스를 추천한다. 편안하게 평소에도 잘 입을 수 있다. 편안해보이지만 레스토랑 같은 곳을 갈 때도 갖춰입은 느낌을 낼 수..."
